what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982396791
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982397247
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982429291
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982438239
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982664521
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982674723
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982676171
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982676784
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1318982677752
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1318982677764
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1318982677804
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.debugger.core.ui",1318982677834
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,"org.eclipse.jst.j2ee.xdoclet.runtime",1318982677890
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1318982677925
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1318982678264
