what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957143109
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1318957151172
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318957153532
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318957153650
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957172950
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957175595
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957325327
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957328132
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957328614
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957339428
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957386534
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957424525
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957434151
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957450870
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957463110
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957555394
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957572534
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957587517
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957600979
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957616400
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957622741
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957669752
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957683702
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318957684831
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1318957690382
