what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318952767752
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318952780160
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318952781445
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1318952792355
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1318952794822
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318952799907
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955348010
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1318955350074
executed,command,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.junitShortcut.run",1318955357176
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955357222
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955361104
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1318955362439
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1318955382995
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318955385157
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318955385272
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955392346
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955606110
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955609494
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955611880
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955618163
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955847675
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955882115
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955884338
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955885399
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318955899654
