what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982762774
started,bundle,com.android.ide.eclipse.adt,0.9.5.v200911191123-20404,"com.android.ide.eclipse.adt",1318982762845
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982764607
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982829436
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318982834814
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318983055678
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318983089958
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318983484139
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318983514718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318983866887
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318983880123
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318983880254
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318983888005
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1318983900608
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318983901071
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318983901188
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318984098120
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318984115797
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318984115922
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1318984125603
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318984125883
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318984138313
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318984305723
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318984308158
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1318984727302
